pubid,gsid,univ
8715916915539590878,A66WefUAAAAJ,Rutgers University
8716068966978529202,J5Rvh6gAAAAJ,University of California - Berkeley
8716068966978529202,Xl4E0CsAAAAJ,Georgia Institute of Technology
8716573202804585312,Vwx9fo4AAAAJ,Texas A&M University
8716732061127406155,PVdTviYAAAAJ,University of California - Los Angeles
8716852820239797897,e8e5qGcAAAAJ,University of Pennsylvania
8716957073997764398,NtYVK_MAAAAJ,University of Maryland - College Park
8717214668006839813,k8jqnc8AAAAJ,University of Memphis
8717234781532015653,J-6Ch9sAAAAJ,Colorado School of Mines
8717626438374223056,MNJ-E9UAAAAJ,University of Virginia
8718218335286426921,jLWO9-0AAAAJ,Towson University
8718885917141412967,eTISRJ0AAAAJ,University of Kansas
8720796593873264745,YICZNZAAAAAJ,North Carolina State University
872105879224249235,qAKfQW0AAAAJ,University of North Carolina
87212422017099306,IWcGY98AAAAJ,Carnegie Mellon University
8722705368329792815,h3gpLYAAAAAJ,University of Washington
8722705368329792815,xd_8IiIAAAAJ,University of Washington
8723043991496403102,fKoTRs8AAAAJ,University of Connecticut
8723447082482608998,cQz8z1gAAAAJ,Univ. of Colorado Colorado Springs
8723635568504904410,a7VNhCIAAAAJ,Rutgers University
8724358527119418101,dDwXNpYAAAAJ,University of Nebraska
8724445464439751982,uXEp3MIAAAAJ,NJIT
8724831309899833614,QJbvuZEAAAAJ,University of Connecticut
8724927112526070410,Spe0xdkAAAAJ,Johns Hopkins University
8725214628483331355,4BrebIYAAAAJ,California Institute of Technology
8725843003490156533,zkvW8FQAAAAJ,Cornell University
8726375306555482534,cTTFHNwAAAAJ,University of Massachusetts Amherst
8726985412540443175,IAFscrMAAAAJ,Rochester Institute of Technology
8727508911541015063,MA8PTRUAAAAJ,Northeastern University
8727731282735631492,2ZHGNCUAAAAJ,Stony Brook University
8728836216071577109,ZoI6hPwAAAAJ,Pennsylvania State University
8729228234022390201,tI-oUmsAAAAJ,Rice University
8729404852715707178,NTHsaUQAAAAJ,University of Massachusetts Amherst
87295857981372858,OsJr4BMAAAAJ,University of Colorado Boulder
8730441552837357144,2m-u_KoAAAAJ,CUNY
8731437054413490707,U3Eub-EAAAAJ,Princeton University
8731503203947241775,wLtmXGQAAAAJ,University of California - Santa Cruz
8731773997347721050,8uK6aCEAAAAJ,University of Michigan
8732380183059472688,g-WedwYAAAAJ,Pennsylvania State University
8732896787766568457,00S6A4IAAAAJ,University of North Carolina
873470129859071170,qPpuKe4AAAAJ,University of Michigan
8735039495998413218,z28rttMAAAAJ,University of Chicago
8735231468967429765,PYV9NvYAAAAJ,Binghamton University
8735323112814317885,9mIBxkMAAAAJ,Northeastern University
8735323112814317885,DbZWZr8AAAAJ,University of Massachusetts Amherst
8735323112814317885,sOzdfjYAAAAJ,University of Massachusetts Amherst
8735781918706557548,wOO8rEMAAAAJ,University of Colorado Boulder
8736172348353635359,vY7MdLYAAAAJ,University of Michigan
8736844207694139086,acfjWDAAAAAJ,Carnegie Mellon University
8736844207694139086,vSvRUAkAAAAJ,Carnegie Mellon University
8737143331183349563,mIZu9oQAAAAJ,University of North Carolina
8737576389116040876,71OktocAAAAJ,University of Michigan
8737576389116040876,XM97iScAAAAJ,Georgia Institute of Technology
8737599281441058737,5TZ7f5wAAAAJ,University of Wyoming
8738390655407613922,Lsr_-hsAAAAJ,Carnegie Mellon University
8738594819074590610,wwkGLrcAAAAJ,Texas A&M University
8738778965407620089,PLUfrEoAAAAJ,Naval Postgraduate School
8738920236593680856,kYK4tvsAAAAJ,University of Pennsylvania
8739085351947300989,72RvQTgAAAAJ,Clemson University
8739569613953321979,H790-zwAAAAJ,University of California - Berkeley
8739582879756545050,qu3rpc0AAAAJ,University of California - Riverside
8739901611182404871,71OktocAAAAJ,University of Michigan
8739901611182404871,IdWa_JkAAAAJ,Georgia Institute of Technology
8740306489765068872,0RiypNsAAAAJ,Brown University
8740372086923682585,oOwNKsAAAAAJ,Massachusetts Institute of Technology
8740372086923682585,pZhZndYAAAAJ,Massachusetts Institute of Technology
8740372086923682585,VeB3UbcAAAAJ,University of California - Berkeley
874080470722694708,ybVTEEkAAAAJ,Northeastern University
8740849798457794362,MTMmNecAAAAJ,George Mason University
8741414288856726456,SIcRijoAAAAJ,Texas A&M University
8741419389208375071,Yw2PquQAAAAJ,Purdue University
874186863652953037,bqkhX54AAAAJ,Purdue University
8741968087986988704,TBaBNdkAAAAJ,University of Chicago
8742616687174687362,pm_dg3cAAAAJ,University of Texas at Dallas
8743731316308623825,ZlhpUZoAAAAJ,University of Florida
8744049173610935415,1fEZ_osAAAAJ,University of Florida
8744130439693350610,s_YDrrgAAAAJ,University of Washington
8744136865125784574,5tcfuXMAAAAJ,University of Wisconsin - Madison
8744150963580244260,okcbLqoAAAAJ,Boston University
8744277674267052551,hd6nAfsAAAAJ,University of New Mexico
8744302045440541514,54HfyDIAAAAJ,University of Rochester
8744627657229926696,4Tnj6PcAAAAJ,Duke University
8745241233754910727,sCL2jBcAAAAJ,Purdue University
8745279345049219514,gJ3JGSsAAAAJ,University of Houston
874535874610819131,rjnJnEkAAAAJ,Stanford University
8745995820024698728,6Kuq1acAAAAJ,Ohio State University
8745995820024698728,o_xUNWkAAAAJ,University of Texas at Dallas
8745995820024698728,qXb4xQMAAAAJ,University of Texas at Dallas
8746353882100864015,ZzNrbIUAAAAJ,University of California - Davis
874679326071515007,p9RsPG4AAAAJ,University of Texas at Austin
8746932157921548441,hxlxVEUAAAAJ,Massachusetts Institute of Technology
8747954519960981699,IAeKTGsAAAAJ,Yale University
8748384053659683478,h5ZyE5wAAAAJ,Univ. of Illinois at Urbana-Champaign
8748384053659683478,rWl0U0oAAAAJ,University of California - San Diego
8748589897155280690,v6VYQC8AAAAJ,University of North Carolina
8748623084069686498,Fn5PadcAAAAJ,University of Michigan
8748623084069686498,hc9PP9gAAAAJ,University of Michigan
8749266460028276323,rx92O6IAAAAJ,University of Maryland - College Park
8749696290388744527,bpO_ZLoAAAAJ,Rochester Institute of Technology
8749941371163855186,NfvUWXgAAAAJ,Univ. of Illinois at Urbana-Champaign
8750509528753031586,RaINcuUAAAAJ,Univ. of Illinois at Urbana-Champaign
8750598384446673275,eRQZhUAAAAAJ,Clemson University
8750598384446673275,JjKNmggAAAAJ,Indiana University
8751115961831879815,P-6kCNMAAAAJ,University at Buffalo
8751830916171394725,gMQWxE0AAAAJ,University of Florida
8752542356527329884,wRYM4qgAAAAJ,University of California - Santa Barbara
8752693268900170452,zdnAkgsAAAAJ,Univ. of Illinois at Urbana-Champaign
8752803694214060930,0j47sRUAAAAJ,University of Rochester
8752870843771410043,l2Pr9m8AAAAJ,Yale University
8754396971228705164,tqxTaiAAAAAJ,University of Utah
8754484310393460422,1KRXBIwAAAAJ,Boston University
8754484310393460422,SIFRrBIAAAAJ,University of Massachusetts Amherst
8755350028189936786,I0ZGaCQAAAAJ,Carnegie Mellon University
8755350028189936786,vSvRUAkAAAAJ,Carnegie Mellon University
8755771879672905167,5tk1PV8AAAAJ,Cornell University
875623749139095374,9j6RBYQAAAAJ,University of Texas at Austin
875623749139095374,C6DtGmMAAAAJ,North Carolina State University
875623749139095374,Wlq5rZEAAAAJ,University of Texas at Austin
8756892138944524679,gValByUAAAAJ,Texas A&M University
875721566629631144,jEdhxGMAAAAJ,University of Southern California
8758109324620624444,LsuWoRoAAAAJ,University of California - Los Angeles
8758639711386516977,vXQdb5kAAAAJ,University of Pennsylvania
8758713768677537333,O8XxkE4AAAAJ,University of Virginia
8758743535563611370,hkfVNCMAAAAJ,Rochester Institute of Technology
8760191632166436350,hnuQ6PMAAAAJ,George Mason University
8760574575509280945,6YU6_QoAAAAJ,Carnegie Mellon University
8760758530206603338,wbZc9nUAAAAJ,University of Iowa
8761223920014488160,MD9vpVQAAAAJ,University of Nebraska
8762242454729102828,29Tc_lEAAAAJ,Washington State University
8763239823882726346,tMWwWEAAAAAJ,University of Texas at Austin
8763358264497418706,BqkyhDEAAAAJ,University of Michigan
8763358264497418706,y5J0h7gAAAAJ,University of Michigan
8764043379331027855,AY6InkoAAAAJ,University of California - Riverside
8764294831209139594,NByrsK0AAAAJ,Washington University in St. Louis
8764594439483225310,my6AUyAAAAAJ,University of Southern California
876473841139380542,pPUjlKwAAAAJ,Texas A&M University
8765221658202335905,JPXjw04AAAAJ,University of South Carolina
8765877705023746681,FgfwY_UAAAAJ,Stony Brook University
8765977793111245071,iIFHZ1UAAAAJ,Worcester Polytechnic Institute
8766236916032114331,FzBDS4gAAAAJ,Georgia Institute of Technology
8766337610376150077,4uuuczIAAAAJ,University of California - San Diego
8766337610376150077,MLx5TCQAAAAJ,University of Virginia
8766547709129748907,IdRYT-8AAAAJ,Northwestern University
8766783980749374681,xyHrRFUAAAAJ,Univ. of Illinois at Urbana-Champaign
8766910097943171701,pX-NLrYAAAAJ,University of California - Los Angeles
8767022208056499886,cF6i_goAAAAJ,Massachusetts Institute of Technology
8767210834830039469,1KRXBIwAAAAJ,Boston University
8767210834830039469,7wXWIdUAAAAJ,University of Connecticut
8767785416045640060,7m5-SfEAAAAJ,Harvard University
8767887416569707674,adnTgaAAAAAJ,University of California - Berkeley
8768103969164862185,rg6Bl5YAAAAJ,Harvard University
8768448378112268242,C-NftTgAAAAJ,Virginia Tech
8768901534561343642,PR-ZnJUAAAAJ,Carnegie Mellon University
876919378344176885,vDw80QEAAAAJ,Princeton University
8769486402888653041,MEt-KIwAAAAJ,Florida State University
8769852783332696732,whacJzwAAAAJ,Carnegie Mellon University
8770030832340396225,D0pzuNoAAAAJ,Binghamton University
8771940335873911841,ZQ87sO4AAAAJ,Auburn University
8772156234977673139,uLsDDUMAAAAJ,University of Washington
8772263946848377077,sPlonWcAAAAJ,University of Washington
8772510301874567991,6n7rzokAAAAJ,Carnegie Mellon University
8772829180573859560,s2n1-HMAAAAJ,University of Massachusetts Lowell
8773006690549130751,r5U-D7YAAAAJ,Columbia University
8773054520809019764,WA9DXAwAAAAJ,University of California - Irvine
8773318834582626603,_e5H8IoAAAAJ,University at Buffalo
8773383549138211445,v6PsQKIAAAAJ,University of Maryland - College Park
8773944119359683700,4VJre9IAAAAJ,University of Virginia
8773944119359683700,hc1m_BQAAAAJ,University of Minnesota
8773944119359683700,Kia-4B0AAAAJ,University of Pennsylvania
8773944119359683700,llOUqhkAAAAJ,Stony Brook University
8775917246972597110,Sm14jYIAAAAJ,University of Pennsylvania
877595081316670879,L82mYv8AAAAJ,Yale University
8776468322023073298,NyY8ztoAAAAJ,Clemson University
8776976326130407104,1mMmqs4AAAAJ,Boston University
8777022245586440940,eFeqk8EAAAAJ,University of Massachusetts Boston
8777564037039632988,7IiUQDkAAAAJ,Michigan State University
8777601562627279684,A66WefUAAAAJ,Rutgers University
8777601562627279684,tqEWl8gAAAAJ,Georgia Institute of Technology
8778153525202202015,_pPy-pAAAAAJ,Columbia University
8778266756038447554,mN6_BKAAAAAJ,University of California - San Diego
8778520876918837693,A7fZNg0AAAAJ,Virginia Tech
8778925507174473109,BMVESLIAAAAJ,University of Delaware
8778925507174473109,Li-BrU4AAAAJ,University of Massachusetts Amherst
8778975653308577352,juRk4lQAAAAJ,Duke University
8779342005524101434,81d60okAAAAJ,University of Southern California
8779565566243985350,KmSuVtgAAAAJ,University of Maryland - College Park
8779565566243985350,lc0ARagAAAAJ,University of Maryland - College Park
8779565566243985350,QgDpfCQAAAAJ,University of Maryland - College Park
8779690907867117923,oIdI_PcAAAAJ,Massachusetts Institute of Technology
8780312784965639011,pImSVwoAAAAJ,Massachusetts Institute of Technology
878089645347987441,dvvN6qsAAAAJ,University at Buffalo
8781502947291935854,P29s_F0AAAAJ,University of Wisconsin - Madison
8781853956244507565,uZg9l58AAAAJ,Stanford University
8782508903734984577,0fq5QeIAAAAJ,University of California - San Diego
8782508903734984577,NzQu5SwAAAAJ,University of California - San Diego
8782878113735915249,c56AFDoAAAAJ,Rice University
8783263954888882871,FH9nKOAAAAAJ,University of California - Irvine
8783828192089254248,bY5WiJIAAAAJ,Northwestern University
8783889066011538917,u_7S7VYAAAAJ,Arizona State University
8784088123027779701,I1fl4oAAAAAJ,Colorado State University
8784319839474572701,lPM8k54AAAAJ,University of Pennsylvania
8784528761258427284,qrPaF3QAAAAJ,University of California - San Diego
8784667365134534173,EnCwNycAAAAJ,University of Washington
8784790166661745186,V-zvBOgAAAAJ,University of Central Florida
8785139751799114460,_h642WsAAAAJ,University of California - Santa Cruz
8785808758497482770,Q3FvLzUAAAAJ,University of Iowa
8785850581400127380,rWl0U0oAAAAJ,University of California - San Diego
8786607838002871108,wkdrAV8AAAAJ,Clemson University
8786880510482493203,I1EvjZsAAAAJ,Stanford University
8788243851594162798,5m-oAesAAAAJ,Univ. of Illinois at Urbana-Champaign
8788243851594162798,VbruE20AAAAJ,Univ. of Illinois at Urbana-Champaign
8788486752436989885,Q3FvLzUAAAAJ,University of Iowa
8788595917452956526,a-qMWpwAAAAJ,University of Michigan
8788805158208487169,s2n1-HMAAAAJ,University of Massachusetts Lowell
8788943476693953988,1UbzzQcAAAAJ,Massachusetts Institute of Technology
8789203251622891483,NmP-rOAAAAAJ,University of Illinois at Chicago
8789472530440221270,OSArex4AAAAJ,University of Central Florida
8789903809289323199,DWv0xG0AAAAJ,Syracuse University
879034829176965089,54HfyDIAAAAJ,University of Rochester
8792595853804356306,00M1AqQAAAAJ,University of California - Berkeley
8792595853804356306,IJgXsgwAAAAJ,University of California - Berkeley
8792851235339184900,vrHhOlUAAAAJ,Boston University
8793568283657465192,5P7Vo2IAAAAJ,Arizona State University
8793683974023861054,mZKxB10AAAAJ,University of Central Florida
8793984182174546033,gMOBKfUAAAAJ,University of Florida
8794046124295170288,NeDnx2EAAAAJ,University of Washington
8794046124295170288,nExKrpsAAAAJ,University of Washington
8794195097428376421,bWTPrLEAAAAJ,Massachusetts Institute of Technology
8794584360420878325,YZHj-Y4AAAAJ,Stanford University
8794877567142138695,jWx3qtIAAAAJ,Stony Brook University
8794901806334295374,9cGEmcgAAAAJ,Harvard University
8794901806334295374,L8zhVsMAAAAJ,Purdue University
8795305511886815405,MHG755YAAAAJ,Univ. of Illinois at Urbana-Champaign
8795305511886815405,SlXqNooAAAAJ,Univ. of Illinois at Urbana-Champaign
8795468695613581371,1Ed4HYUAAAAJ,College of William and Mary
87964806967024154,pFRPgsIAAAAJ,University of Texas at Dallas
8797596861423553129,ckHkkjgAAAAJ,University of Houston
8797596861423553129,dShqnssAAAAJ,Vanderbilt University
8797723895879298072,BMydCgcAAAAJ,Carnegie Mellon University
8798390461232530613,Ug7VoyQAAAAJ,University of Illinois at Chicago
8798931254885714114,_KNDS-kZ-nIJ,Cornell University
8799115621435921144,8TwcVQcAAAAJ,University of Massachusetts Amherst
8799115621435921144,l7Qx0zAAAAAJ,University of Massachusetts Amherst
8799295134819466321,eVJ6NTIAAAAJ,University of Chicago
8799318896880429812,m1VxcKcAAAAJ,University of Nevada
8799398477840236741,RiJSLsoAAAAJ,University of Illinois at Chicago
8799809317788242263,SKXmmxIAAAAJ,University of Arizona
880122275153356283,Zy1b3UAAAAAJ,University of Illinois at Chicago
8801343505132406199,wic7YpkAAAAJ,University of Texas at San Antonio
880183657587715636,o-4PzycAAAAJ,Case Western Reserve University
8802032175823591070,8bQRH5YAAAAJ,Indiana University
8802032175823591070,r42-hFIAAAAJ,Indiana University
8802032175823591070,uZZ7HtIAAAAJ,Indiana University
8802074707904032323,klBvLwYAAAAJ,University of California - Riverside
8802169943959045296,NvKHgzkAAAAJ,University of California - Berkeley
8802169943959045296,vN-is70AAAAJ,University of California - Berkeley
8802225714203889320,RIhZrvIAAAAJ,DePaul University
8802399659874704969,Jid_EAkAAAAJ,Northeastern University
8802402664771768034,yxvWYEUAAAAJ,University of Michigan-Dearborn
8802423479912528410,L-xeJPoAAAAJ,Rutgers University
8802426639429358575,hLSAMi8AAAAJ,Northeastern University
8803041265597936669,wJ4NywgAAAAJ,Carnegie Mellon University
8803185049431209051,L9QufAsAAAAJ,University of Washington
8803412065877570969,FEnuzckAAAAJ,Carnegie Mellon University
880355802540069942,xNs4D2QAAAAJ,Michigan State University
8804893582301732201,2gpXz3IAAAAJ,University of Southern California
8805669513606732310,bYI7VMwAAAAJ,Pennsylvania State University
8805669513606732310,WNSPregAAAAJ,University of California - Santa Cruz
8806090508602733954,avq8-1QAAAAJ,University of Pittsburgh
880627394150595599,Y8-xGncAAAAJ,University of California - Santa Cruz
8807017594354817676,wic7YpkAAAAJ,University of Texas at San Antonio
880757080271888815,FgfwY_UAAAAJ,Stony Brook University
8807605820939121660,Qb7xQQ0AAAAJ,University of California - Berkeley
8807624213652874411,3B2c31wAAAAJ,Univ. of Illinois at Urbana-Champaign
880810875387076092,r1Z8YhQAAAAJ,Purdue University
880843880685145290,ejWHC-cAAAAJ,University of California - Irvine
8809108758623168861,NXtRD1cAAAAJ,Georgia Institute of Technology
880958705471517666,v28Y9r8AAAAJ,Indiana University
8809795649189879274,uFJi3IUAAAAJ,University of California - Berkeley
8809947671445477135,2pW1g5IAAAAJ,University of California - San Diego
8809947671445477135,gUEkPQEAAAAJ,University of California - Davis
8810181003602036871,HRSDO6IAAAAJ,Washington University in St. Louis
8810552215651500115,ghWKWBUAAAAJ,Carnegie Mellon University
8810752769877948145,9oz-dvgAAAAJ,University of California - San Diego
8810798449989475291,QrS2y5sAAAAJ,University of Notre Dame
8810798449989475291,w88NouMAAAAJ,University of Notre Dame
8810808060844954295,9Q9tiCsAAAAJ,University at Buffalo
8811047189752362489,OsoQ-dcAAAAJ,University of California - Irvine
8813060106230119793,jTivVMEAAAAJ,University of Pennsylvania
8813484714021834116,1GsJvtwAAAAJ,Georgia Institute of Technology
8813866854148046743,FoAvSQcAAAAJ,University of Connecticut
8814003372245704465,dufShEsAAAAJ,University of California - San Diego
8814303110709184345,9h3JX7MAAAAJ,Illinois Institute of Technology
8814619539195546347,rU_-c5oAAAAJ,University of Colorado Boulder
8814628779411244220,puOEoqoAAAAJ,University of Utah
8815086376888752465,qMOS01AAAAAJ,Massachusetts Institute of Technology
8816765774231811354,T_hw6kcAAAAJ,Iowa State University
8816826811570530,FgfwY_UAAAAJ,Stony Brook University
8817712684201567176,e9qUUSgAAAAJ,University of Massachusetts Amherst
8817712684201567176,UmwJklEAAAAJ,Rensselaer Polytechnic Institute
8818094083555286658,MnnERiQAAAAJ,Harvard University
8818094083555286658,ywTbDsQAAAAJ,University of California - San Diego
8818192246767878167,HhKyc4EAAAAJ,University of California - Berkeley
8818526790498815414,eRQZhUAAAAAJ,Clemson University
8819602056609888659,lazJixIAAAAJ,Princeton University
8819623838439668173,tSyVwBwAAAAJ,University of Michigan
8819698298932114645,Wh-qjBsAAAAJ,University of Utah
8819893670347083239,0rjE8o4AAAAJ,University of Alabama - Birmingham
8819893670347083239,9ZM8OlMAAAAJ,University of Maryland - College Park
8820740604172594639,equOxc0AAAAJ,University of Utah
8820914035610196275,mvJ2rU8AAAAJ,UNSW
882113854496987618,YU-baPIAAAAJ,Univ. of Illinois at Urbana-Champaign
8821547197407244419,BFE6IQwAAAAJ,Princeton University
8822067798879901905,XBj4HWoAAAAJ,University of Texas at San Antonio
8822546861992124338,whacJzwAAAAJ,Carnegie Mellon University
8823017362216341124,aFDuhV8AAAAJ,University of Utah
8823165003092513829,TAi5L5MAAAAJ,Binghamton University
8823229888152588053,YG60wS4AAAAJ,University of Texas at Arlington
8823268352509980218,YhKZXtcAAAAJ,Florida Atlantic University
882428869971470075,Iwd9DdkAAAAJ,Ohio State University
8824628006637160706,E1cp_aYAAAAJ,Carnegie Mellon University
8826069707633727370,b9WsJN4AAAAJ,University of Pennsylvania
8826098755825952969,GvpuYB4AAAAJ,University of Washington
8826402530451411717,SVfTWwMAAAAJ,University of Missouri
8826820818926055826,rBVA5tcAAAAJ,University of Massachusetts Amherst
8827025640811146216,_LsUHeoAAAAJ,University of Rochester
8827764822819793081,FKAovywAAAAJ,University of Maryland - College Park
8827764822819793081,Q5KT-hEAAAAJ,University of Minnesota
8828541990305800035,Wph6P_IAAAAJ,Massachusetts Institute of Technology
882861632790906165,Y8-xGncAAAAJ,University of California - Santa Cruz
8828692287589327249,Al8dyb4AAAAJ,University of California - Los Angeles
8828692287589327249,jTivVMEAAAAJ,University of Pennsylvania
8828692287589327249,pKuBFaQAAAAJ,University of California - Los Angeles
8828922740687285874,gf8Ms_8AAAAJ,University of California - Santa Barbara
8829075459362690049,9gBvN78AAAAJ,Arizona State University
8829075459362690049,tkoI1M4AAAAJ,Colorado School of Mines
8829228337109450977,WfGLzyAAAAAJ,Purdue University
8829255065287963034,Lsr_-hsAAAAJ,Carnegie Mellon University
8829415120060236856,Pnev7hAAAAAJ,Iowa State University
8830110985146631104,umFQktIAAAAJ,Massachusetts Institute of Technology
8830658468492743783,11CMsKsAAAAJ,University of California - Riverside
8830658468492743783,GHz1ZVIAAAAJ,University of Minnesota
8830782839159284686,qcUhJIcAAAAJ,Univ. of Illinois at Urbana-Champaign
8831198472707944370,bbfF1OwAAAAJ,University at Buffalo
8831204049165760005,QJbvuZEAAAAJ,University of Connecticut
8832177801009596139,LnhCGNMAAAAJ,Princeton University
8832812815904493849,SQ1eGN4AAAAJ,University of Maryland - College Park
883285168699802756,vSvRUAkAAAAJ,Carnegie Mellon University
8832932261506052707,n6wC7nwAAAAJ,Washington University in St. Louis
8833604092800566644,GaKxFrcAAAAJ,Oregon State University
8834289715792756929,JUn8PgwAAAAJ,Harvard University
8834326765005635138,NvKHgzkAAAAJ,University of California - Berkeley
8834326765005635138,sAdDcvQAAAAJ,University of California - Berkeley
8834923114366712801,prJFPwUAAAAJ,University of Oregon
8835434149510944079,Z03FLwkAAAAJ,University of Utah
8835530506444120308,HSPbKTAAAAAJ,Rutgers University
8835530506444120308,P9Z011YAAAAJ,Old Dominion University
8835530792030632866,wbZc9nUAAAAJ,University of Iowa
8836183362024490287,gwC7rCUAAAAJ,Rutgers University
8836370439359308313,CgItEbQAAAAJ,Stanford University
8836685190770922215,UnuQfEwAAAAJ,Texas A&M University
8836968037118044925,OImDWloAAAAJ,University of New Mexico
8837128214653317831,2efgcS0AAAAJ,Stanford University
8837139378820782560,hc1m_BQAAAAJ,University of Minnesota
8837580149662246885,DWPfdT4AAAAJ,Johns Hopkins University
8839499269537141001,318GQ54AAAAJ,Utah State University
8839576232038515054,oCFvA2UAAAAJ,University of Florida
8840160370832490478,JBZj2SYAAAAJ,Vanderbilt University
8840308068395273199,6IxWYR0AAAAJ,University of California - Santa Barbara
8841092975777334532,GHGHYZAAAAAJ,West Virginia University
884156152872753761,bVGlTd4AAAAJ,Univ. of Illinois at Urbana-Champaign
8841600571743328651,mezKJyoAAAAJ,Duke University
8841693297730981506,9Lmv4joAAAAJ,Boston College
8842442737487834270,-6cOYcYAAAAJ,University of Washington
8842696442350915946,RhFhIIgAAAAJ,University of California - Irvine
8843254197859407758,pZhZndYAAAAJ,Massachusetts Institute of Technology
884346523029122558,Ag81t_4AAAAJ,University of Cincinnati
8843600719147864957,Yw2PquQAAAAJ,Purdue University
8843861705577558592,8mUzslcAAAAJ,Univ. of Illinois at Urbana-Champaign
8843868831589478492,Iwd9DdkAAAAJ,Ohio State University
8845159406653251088,BKeOMSkAAAAJ,CUNY
8845159406653251088,Qrd7FCoAAAAJ,Columbia University
8845241945463748510,CwFX74MAAAAJ,University of Southern California
8845371484120752754,1Aa3qxIAAAAJ,University of California - Davis
8845614958209675983,dufShEsAAAAJ,University of California - San Diego
884598613949348840,nd8lQQIAAAAJ,Carnegie Mellon University
8846274801217816291,AY6InkoAAAAJ,University of California - Riverside
8846394481690581201,MvxSD2AAAAAJ,Rice University
8846661150217006168,j67v24EAAAAJ,Pennsylvania State University
8847179735963659347,910z20QAAAAJ,Massachusetts Institute of Technology
8847331588594041965,hc1m_BQAAAAJ,University of Minnesota
8848159419972941631,PNhUilMAAAAJ,West Virginia University
8848200394438992587,P1bHFuoAAAAJ,University of Massachusetts Amherst
8849165728880625116,UT5I0hAAAAAJ,Northeastern University
8849218719716588855,HAf4pEoAAAAJ,Stevens Institute of Technology
8850101045135337977,HnQ2gqMAAAAJ,Michigan State University
8850242808359773525,8fztli4AAAAJ,University of California - Berkeley
8850472868598189154,5V852JcAAAAJ,Carnegie Mellon University
8850484142243187078,1_kJPIEAAAAJ,Stanford University
8850922646991987165,fKoTRs8AAAAJ,University of Connecticut
8850951641828085920,2OJOZTUAAAAJ,Rensselaer Polytechnic Institute
8851244284738469337,41QkAiUAAAAJ,University of Utah
8851329359036116598,kXB8FBoAAAAJ,University of Washington
8851331993261929368,GgKnNwEAAAAJ,University of Notre Dame
8851365354155062675,AY6InkoAAAAJ,University of California - Riverside
8851385592175916402,sK4Ck6gAAAAJ,University at Buffalo
8852734747270001716,T7eGKqAAAAAJ,North Carolina State University
88533452578737242,hDLBEhkAAAAJ,University of Notre Dame
8853617634381907999,KvfFlIMAAAAJ,Oregon State University
8854318390368763166,WZVDjawAAAAJ,Illinois Institute of Technology
88547142939110064,9Yd716IAAAAJ,Arizona State University
8854914095120045359,aPJHArAAAAAJ,University of California - Riverside
8855192503771666834,enjXdH4AAAAJ,Emory University
8855291420300396884,540aJY8AAAAJ,Stevens Institute of Technology
8855545045031836984,b8cNEHwAAAAJ,Virginia Tech
8857114109487913825,fmt12jMAAAAJ,University of Delaware
8857142367911153341,j74j55gAAAAJ,Auburn University
8857142367911153341,Q10SbJQAAAAJ,University of New Mexico
8857145346284864159,dPX0wQcAAAAJ,Massachusetts Institute of Technology
885715881940158724,rx56n5cAAAAJ,University of New Mexico
885715881940158724,WFZ4azsAAAAJ,University of New Mexico
8857174250996112813,y7TbKJMAAAAJ,IIT Kanpur
8857278300298270587,Qf4bw4UAAAAJ,Massachusetts Institute of Technology
885806750986917264,js1mtE4AAAAJ,Univ. of Illinois at Urbana-Champaign
8858225170034865120,OfcXtoIAAAAJ,Texas A&M University
8858678905855632273,AqGa3-MAAAAJ,University of North Texas
8858918471420459513,zkdjit0AAAAJ,Carnegie Mellon University
8860492017108456383,HHn7118AAAAJ,Univ. of Illinois at Urbana-Champaign
8860813999680469776,ONloO5IAAAAJ,George Mason University
8861249093165917571,pKuBFaQAAAAJ,University of California - Los Angeles
8861249810988754389,JinbAIQAAAAJ,University of California - Los Angeles
8862038185156942851,07Z4HAQAAAAJ,University at Buffalo
8862157181698263341,LoXnMOIAAAAJ,Virginia Tech
8863477731568200162,5tk1PV8AAAAJ,Cornell University
8863670140221612256,82FA9YIAAAAJ,Princeton University
8863762140925791514,5tcfuXMAAAAJ,University of Wisconsin - Madison
8864029310637007520,1KRXBIwAAAAJ,Boston University
8864313625626794441,LAv0HTEAAAAJ,University of California - Berkeley
8864659167880726285,M1pa3_gAAAAJ,University of Utah
88652790427316102,3idW4TkAAAAJ,University of New Hampshire
8865314966321209305,9XFx3VMAAAAJ,University at Buffalo
8865444485167412825,3qPiYJoAAAAJ,Massachusetts Institute of Technology
886669128961772690,JtTsVAkAAAAJ,University of Tulsa
8866801655867905625,vkX6VV4AAAAJ,University of Illinois at Chicago
8867275788832868869,Lf2KB6cAAAAJ,University of California - Irvine
8867357336445098304,pdpOwtkAAAAJ,Virginia Tech
8867410289208381485,2BK-UYQAAAAJ,Indiana University
886772745268824614,fQQXj1oAAAAJ,Clemson University
8868111267680180457,AvanGFkAAAAJ,University of California - Riverside
8868397481611555596,8LEH940AAAAJ,University of Colorado Boulder
8868926006119381172,2oSSsLYAAAAJ,University of Chicago
8869633542425047357,B8O_SVkAAAAJ,University of Michigan
8869633542425047357,h0gtwxIAAAAJ,University of Michigan
8871044855888056601,6IinLVUAAAAJ,Northwestern University
8871120489068475951,lNQmMTMAAAAJ,Kent State University
