Edmond Chow,Georgia Institute of Technology
Edmund H. Durfee,University of Michigan
Edmund M. Clarke,Carnegie Mellon University
Edoardo Biagioni,University of Hawaii at Manoa
Eduard Constantin Dragut,Temple University
Eduardo Blanco 0002,University of North Texas
Eduardo Bonelli,Stevens Institute of Technology
Edward A. Fox,Virginia Tech
Edward A. Lee,University of California - Berkeley
Edward D. Lazowska,University of Washington
Edward F. Gehringer,North Carolina State University
Edward M. Reingold,Illinois Institute of Technology
Edward Omiecinski,Georgia Institute of Technology
Edward Sciore,Boston College
Edward W. Felten,Princeton University
Edward W. Knightly,Rice University
Eelke Folmer,University of Nevada
Eftychios Sifakis,University of Wisconsin - Madison
Ehsan Elhamifar,Northeastern University
Eileen Kraemer,Clemson University
Eitan Grinspun,Columbia University
E. James Whitehead Jr.,University of California - Santa Cruz
Elad Alon,University of California - Berkeley
Elad Hazan,Princeton University
Elaheh Bozorgzadeh,University of California - Irvine
Elaine Cohen,University of Utah
Elaine M. Eschen,West Virginia University
Elaine Shi,Cornell University
Elaine Short,Tufts University
Eleanor O'Rourke,Northwestern University
Eleazar Eskin,University of California - Los Angeles
Elena Grigorescu,Purdue University
Elena L. Glassman,Harvard University
Elena Sherman,Boise State University
Elena Zheleva,University of Illinois at Chicago
Elias Bareinboim,Columbia University
Elias Bou-Harb,Florida Atlantic University
Eli Blevis,Indiana University
Eli Gafni,University of California - Los Angeles
Elisa Bertino,Purdue University
Elisha Sacks,Purdue University
Eli T. Brown,DePaul University
Eli Tilevich,Virginia Tech
Eli Upfal,Brown University
Elizabeth Bradley,University of Colorado Boulder
Elizabeth D. Mynatt,Georgia Institute of Technology
Elizabeth M. Belding-Royer,University of California - Santa Barbara
Elizabeth R. Jessup,University of Colorado Boulder
Elizabeth Varki,University of New Hampshire
Elke A. Rundensteiner,Worcester Polytechnic Institute
Ellen Riloff,University of Utah
Ellen W. Zegura,Georgia Institute of Technology
Ellen Yi-Luen Do,University of Colorado Boulder
Ellie Pavlick,Brown University
Elliot Anshelevich,Rensselaer Polytechnic Institute
Elliot Soloway,University of Michigan
Ellis Horowitz,University of Southern California
Emanuele Viola,Northeastern University
Emanuel Todorov,University of Washington
Emery D. Berger,University of Massachusetts Amherst
Emily M. Hand,University of Nevada
Emily Mower Provost,University of Michigan
Emily Prud'hommeaux,Boston College
Emily Whiting,Boston University
Emina Torlak,University of Washington
Emma Brunskill,Stanford University
Emma Strubell,Carnegie Mellon University
Emmett Witchel,University of Texas at Austin
Endre Szemerédi,Rutgers University
Engin Arslan,University of Nevada
Engin Ipek,University of Rochester
Engin Kirda,Northeastern University
Enrico Pontelli,New Mexico State University
Enrique Dunn,Stevens Institute of Technology
Eraldo Ribeiro,Florida Institute of Technology
Eran Halperin,University of California - Los Angeles
Erez Zadok,Stony Brook University
Ergun Akleman,Texas A&M University
Eric A. Brewer,University of California - Berkeley
Eric A. Hansen,Mississippi State University
Eric Allender,Rutgers University
Eric Bach,University of Wisconsin - Madison
Eric Baumer,Lehigh University
Eric Chan-Tin,Oklahoma State University
Eric C. Rouchka,University of Louisville
Eric D. Ragan,Texas A&M University
Eric Fosler-Lussier,Ohio State University
Eric Gilbert,University of Michigan
Eric J. Schwabe,DePaul University
Eric Keller,University of Colorado Boulder
Eric Koskinen,Stevens Institute of Technology
Eric K. Ringger,Brigham Young University
Eric Larson,Southern Methodist University
Eric Mercer,Brigham Young University
Eric Mjolsness,University of California - Irvine
Eric Nyberg,Carnegie Mellon University
Eric Osterweil,George Mason University
Eric Paulos,University of California - Berkeley
Eric Price,University of Texas at Austin
Eric P. Xing,Carnegie Mellon University
Eric Rozner,University of Colorado Boulder
Eric Sedgwick,DePaul University
Eric Torng,Michigan State University
Eric Van Wyk,University of Minnesota
Eric Vigoda,Georgia Institute of Technology
Eric Walkingshaw,Oregon State University
Eric W. Frew,University of Colorado Boulder
Eric Wustrow,University of Colorado Boulder
Erik Andersen,Cornell University
Erik Brunvand,University of Utah
Erik B. Sudderth,University of California - Irvine
Erik D. Demaine,Massachusetts Institute of Technology
Erik G. Learned-Miller,University of Massachusetts Amherst
Erik Saule,UNC - Charlotte
Erik Stolterman,Indiana University
Erik Winfree,California Institute of Technology
Erin Brady,Indiana University
Erin Parker,University of Utah
Erin Solovey,Drexel University
Erin Walker,Arizona State University
Erman Ayday,Case Western Reserve University
Errol L. Lloyd,University of Delaware
Eshan Chattopadhyay,Cornell University
Ethan Katz-Bassett,Columbia University
Ethan L. Miller,University of California - Santa Cruz
Ethan V. Munson,University of Wisconsin - Milwaukee
Etienne Vouga,University of Texas at Austin
Eugene Agichtein,Emory University
Eugene Charniak,Brown University
Eugene H. Spafford,Purdue University
Eugene W. Stark,Stony Brook University
Eugene Wu 0002,Columbia University
Eugene Zhang,Oregon State University
Eun Jung Kim 0001,Texas A&M University
Eun Kyoung Choe,University of Maryland - College Park
Eunsol Choi,University of Texas at Austin
Evan A. Suma,University of Minnesota
Evan Drumwright,George Washington University
Evangelos E. Papalexakis,University of California - Riverside
Evangelos Kalogerakis,University of Massachusetts Amherst
Éva Tardos,Cornell University
Evgenia Smirni,College of William and Mary
Evimaria Terzi,Boston University
Eytan Adar,University of Michigan
Eytan Ruppin,University of Maryland - College Park
Fabián E. Bustamante,Northwestern University
Fabian Monrose,University of North Carolina
Facundo Mémoli,Ohio State University
Fadel Adib,Massachusetts Institute of Technology
Fahad R. Dogar,Tufts University
Faisal Nawab,University of California - Santa Cruz
Fan Chung Graham,University of California - San Diego
Fang Song 0001,Texas A&M University
Fan Ye 0003,Stony Brook University
Farhad Kamangar,University of Texas at Arlington
Farhad Pourkamali Anaraki,University of Massachusetts Lowell
Farnam Jahanian,Carnegie Mellon University
Farokh B. Bastani,University of Texas at Dallas
Fei Fang,Carnegie Mellon University
Fei-Fei Li 0001,Stanford University
Feifei Li 0001,University of Utah
Fei Li 0001,George Mason University
Fei Liu 0004,University of Central Florida
Fei Sha,University of Southern California
Fei Xie,Portland State University
Feng Chen 0001,University of Texas at Dallas
Fengguang Song,IUPUI
Feng Gu,CUNY
Feng-Hao Liu,Florida Atlantic University
Fengjun Li,University of Kansas
Feng Liu 0015,Portland State University
Feng Qian 0001,University of Minnesota
Feng Qin,Ohio State University
Fengwei Zhang,Wayne State University
Feng Yan 0001,University of Nevada
Feodor F. Dragan,Kent State University
Fernando G. S. L. Brandão,California Institute of Technology
Filippo Menczer,Indiana University
Fillia Makedon,University of Texas at Arlington
Finale Doshi-Velez,Harvard University
Florian Schaub,University of Michigan
Forrest Sheng Bao,Iowa State University
Foteini Baldimtsi,George Mason University
Francesca Spezzano,Boise State University
Francesco Orabona,Boston University
Francine Berman,Rensselaer Polytechnic Institute
Francisco J. Valero Cuevas,University of Southern California
Francisco Servant,Virginia Tech
Francis K. H. Quek,Texas A&M University
Francis L. Merat,Case Western Reserve University
François Guimbretière,Cornell University
François Gygi,University of California - Davis
Franco P. Preparata,Brown University
Frank Dellaert,Georgia Institute of Technology
Frank Drews,Ohio University
Frank M. Shipman III,Texas A&M University
Frank Mueller,North Carolina State University
Frank Pfenning,Carnegie Mellon University
Frank Tip,Northeastern University
Frank Vahid,University of California - Riverside
Frank Y. Shih,NJIT
Franziska Roesner,University of Washington
Fred B. Schneider,Cornell University
Frédéric Gibou,University of California - Santa Barbara
Frederic T. Chong,University of Chicago
Fred Martin,University of Massachusetts Lowell
Frédo Durand,Massachusetts Institute of Technology
Funda Ergün,Indiana University
Furong Huang,University of Maryland - College Park
Fusheng Wang 0001,Stony Brook University
Fuxin Li,Oregon State University
Gabe Sibley,University of Colorado Boulder
Gabor Fichtinger,Queen’s University
Gabor Karsai,Vanderbilt University
Gábor N. Sárközy,Worcester Polytechnic Institute
Gabor T. Herman,CUNY
Gabriel Ghinita,University of Massachusetts Boston
Gabriel Hugh Elkaim,University of California - Santa Cruz
Gabriel Parmer,George Washington University
Gabriel Robins,University of Virginia
Gady Agam,Illinois Institute of Technology
Gagan Agrawal,Ohio State University
Gail E. Kaiser,Columbia University
Gail-Joon Ahn,Arizona State University
Ganesh Gopalakrishnan,University of Utah
Gang Qu,University of Maryland - College Park
Gang Tan,Pennsylvania State University
Gang Wang 0011,Univ. of Illinois at Urbana-Champaign
Gang Zhou,College of William and Mary
Gari D. Clifford,Emory University
Garrett S. Rose,University of Tennessee
Garrison W. Cottrell,University of California - San Diego
Garvesh Raskutti,University of Wisconsin - Madison
Gary Bishop,University of North Carolina
Gary J. Minden,University of Kansas
Gary K. Fedder,Carnegie Mellon University
Gary L. Miller,Carnegie Mellon University
Gary M. Olson,University of California - Irvine
Gary T. Leavens,University of Central Florida
Gary W. Meyer,University of Minnesota
Gaurav S. Sukhatme,University of Southern California
Gautam Biswas,Vanderbilt University
Gautam B. Singh,Oakland University
Gautam Das 0001,University of Texas at Arlington
Gavriil Tsechpenakis,IUPUI
Gedare Bloom,Univ. of Colorado Colorado Springs
G. Edward Suh,Cornell University
Geir E. Dullerud,Univ. of Illinois at Urbana-Champaign
G. Elisabeta Marai,University of Illinois at Chicago
Gene Cooperman,Northeastern University
Gene Tsudik,University of California - Irvine
Geoff F. Kaufman,Carnegie Mellon University
Geoffrey Brown,Indiana University
Geoffrey C. Fox,Indiana University
Geoffrey Challen,University at Buffalo
Geoffrey G. Xie,Naval Postgraduate School
Geoffrey J. Gordon,Carnegie Mellon University
Geoffrey Mainland,Drexel University
Geoffrey M. Voelker,University of California - San Diego
Geoffrey Smith,Florida International University
George Amvrosiadis,Carnegie Mellon University
George Bebis,University of Nevada
George Berg,University at Albany - SUNY
George B. Purdy,University of Cincinnati
George C. Necula,University of California - Berkeley
George J. Pappas,University of Pennsylvania
George Karypis,University of Minnesota
George Kesidis,Pennsylvania State University
George Kollios,Boston University
George Konidaris,Brown University
George Markowsky,University of Maine
George Mohler,IUPUI
George N. Rouskas,North Carolina State University
George Porter,University of California - San Diego
George S. Avrunin,University of Massachusetts Amherst
George T. Heineman,Worcester Polytechnic Institute
George Varghese,University of California - Los Angeles
George V. Moustakides,Rutgers University
George Wolberg,CUNY
Georgios E. Fainekos,Arizona State University
Georgios Portokalidis,Stevens Institute of Technology
Georg Seelig,University of Washington
Gerald Baumgartner,Louisiana State University - Baton Rouge
Gerald DeJong,Univ. of Illinois at Urbana-Champaign
Gerald J. Sussman,Massachusetts Institute of Technology
Gerard de Melo,Rutgers University
Gerome Miklau,University of Massachusetts Amherst
Gevorg Grigoryan,Dartmouth College
Gheorghe Tecuci,George Mason University
Gianfranco Ciardo,Iowa State University
Gianfranco Doretto,West Virginia University
Gianluca Stringhini,Boston University
GianMario Besana,DePaul University
Gilbert L. Peterson,Air Force Institute of Technology
Gillat Kol,Princeton University
Gill Bejerano,Stanford University
Gillian R. Hayes,University of California - Irvine
Gillian Smith,Worcester Polytechnic Institute
Giora Slutzki,Iowa State University
Giovanni Vigna,University of California - Santa Barbara
Giri Narasimhan,Florida International University
Gita Reese Sukthankar,University of Central Florida
Giuseppe Ateniese,Stevens Institute of Technology
Glencora Borradaile,Oregon State University
Glenn Reinman,University of California - Los Angeles
Gloria Mark,University of California - Irvine
Goce Trajcevski,Northwestern University
Godmar Back,Virginia Tech
Gokarna Sharma,Kent State University
Gokhan Memik,Northwestern University
Golden G. Richard III,University of New Orleans
Gopalan Nadathur,University of Minnesota
Gopal Gupta,University of Texas at Dallas
Gopal Pandurangan,University of Houston
Gordon L. Kindlmann,University of Chicago
Gordon S. Novak,University of Texas at Austin
Gordon Stewart 0001,Ohio University
Gorjan Alagic,University of Maryland - College Park
Gowtham Atluri,University of Cincinnati
Grace Hui Yang,Georgetown University
Grace Wahba,University of Wisconsin - Madison
Graham Neubig,Carnegie Mellon University
Grant Schoenebeck,University of Michigan
Greg Durrett,University of Texas at Austin
Gregg Rothermel,North Carolina State University
Greg N. Frederickson,Purdue University
Gregory D. Abowd,Georgia Institute of Technology
Gregory D. Hager,Johns Hopkins University
Gregory Gay,Chalmers University
Gregory J. Zelinsky,Stony Brook University
Gregory R. Andrews,University of Arizona
Gregory R. Ganger,Carnegie Mellon University
Gregory S. Fischer,Worcester Polytechnic Institute
Gregory Shakhnarovich,TTI Chicago
Gregory Valiant,Stanford University
Gregory W. Wornell,Massachusetts Institute of Technology
Greg Turk,Georgia Institute of Technology
Greg Welch,University of Central Florida
Grigore Rosu,Univ. of Illinois at Urbana-Champaign
Grigory Fedyukovich,Florida State University
Grigory Yaroslavtsev,Indiana University
Gruia Calinescu,Illinois Institute of Technology
Gruia-Catalin Roman,University of New Mexico
Guanghui Wang,University of Kansas
Guang Song,Iowa State University
Guangwu Xu,University of Wisconsin - Milwaukee
Guanhua Yan,Binghamton University
Guevara Noubir,Northeastern University
Guiling Wang,NJIT
Gul A. Agha,Univ. of Illinois at Urbana-Champaign
Gultekin Özsoyoglu,Case Western Reserve University
Guni Sharon,Texas A&M University
Guodong Guo,West Virginia University
Guofei Gu,Texas A&M University
Guo Freeman,Clemson University
Guohong Cao,Pennsylvania State University
Guo-Jun Qi,University of Central Florida
Guoliang Jin,North Carolina State University
Guoliang Xing,Michigan State University
Guoliang Xue,Arizona State University
Guoning Chen,University of Houston
Guoqing (Harry) Xu,University of California - Los Angeles
Gurindar S. Sohi,University of Wisconsin - Madison
Gurminder Singh,Naval Postgraduate School
Gurpur M. Prabhu,Iowa State University
Guy E. Blelloch,Carnegie Mellon University
Guy Hoffman,Cornell University
Guy Van den Broeck,University of California - Los Angeles
György Turán,University of Illinois at Chicago
Hadas Kress-Gazit,Cornell University
Hadi Amiri,University of Massachusetts Lowell
Hadi Esmaeilzadeh,University of California - San Diego
Hadi Hosseini,Rochester Institute of Technology
Haesun Park,Georgia Institute of Technology
Hagit Shatkay,University of Delaware
Haibin Ling,Stony Brook University
Haifeng Xu,University of Virginia
Haim Levkowitz,University of Massachusetts Lowell
Haim Schweitzer,University of Texas at Dallas
Haipeng Cai,Washington State University
Haipeng Luo,University of Southern California
Hairong Qi,University of Tennessee
Haitao Zheng 0001,University of Chicago
Haitham Hassanieh,Univ. of Illinois at Urbana-Champaign
Haixu Tang,Indiana University
Haiyan Hu,University of Central Florida
Haiying Shen,University of Virginia
Haiyi Zhu,University of Minnesota
Hai Zhou,Northwestern University
Hakan Aydin,George Mason University
Hakim Weatherspoon,Cornell University
Hal Daumé III,University of Maryland - College Park
Hamed Pirsiavash,Univ. of Maryland - Baltimore County
Hamid Bagheri,University of Nebraska
Hamid R. Arabnia,University of Georgia
Hamid R. Ekbia,Indiana University
Hamid Reza Chitsaz,Colorado State University
Hanan Samet,University of Maryland - College Park
H. Andrew Schwartz,Stony Brook University
Hanghang Tong,Univ. of Illinois at Urbana-Champaign
Hank Childs,University of Oregon
Han Liu 0001,Northwestern University
Hannaneh Hajishirzi,University of Washington
Hanqi Zhuang,Florida Atlantic University
Hanspeter Pfister,Harvard University
Hantao Zhang,University of Iowa
Han-Wei Shen,Ohio State University
Hany Farid,University of California - Berkeley
Hao Chen 0003,University of California - Davis
Hao Che,University of Texas at Arlington
Hao Li 0015,University of Southern California
Haoqi Zhang,Northwestern University
Hao Su,University of California - San Diego
Hao Zhang 0011,Colorado School of Mines
Hao Zheng,University of South Florida
Hari Balakrishnan,Massachusetts Institute of Technology
Hari Sundaram,Univ. of Illinois at Urbana-Champaign
Hari Sundar,University of Utah
Harold Abelson,Massachusetts Institute of Technology
Harold S. Connamacher,Case Western Reserve University
Harriet J. Fell,Northeastern University
Harry G. Mairson,Brandeis University
Harry G. Perros,North Carolina State University
Harry R. Lewis,Harvard University
Harry Wechsler,George Mason University
Harsha V. Madhyastha,University of Michigan
Hartmut Geyer,Carnegie Mellon University
Harvey P. Siy,University of Nebraska - Omaha
Haryadi S. Gunawi,University of Chicago
Hasan Davulcu,Arizona State University
Hasan Metin Aktulga,Michigan State University
Hasan M. Jamil,University of Idaho
Hassan Foroosh,University of Central Florida
Hassan Ghasemzadeh,Washington State University
Hassan Gomaa,George Mason University
Hassan Takabi,University of North Texas
Hau Chan,University of Nebraska
Hava T. Siegelmann,University of Massachusetts Amherst
Haym Hirsh,Cornell University
Heather Miller,Carnegie Mellon University
Héctor Corrada Bravo,University of Maryland - College Park
Hector Garcia-Molina,Stanford University
Hector Muñoz-Avila,Lehigh University
Heechul Yun,University of Kansas
Heiner Litz,University of California - Santa Cruz
Hemanta K. Maji,Purdue University
Heng-Da Cheng,Utah State University
Heng Huang,University of Pittsburgh
Heng Ji,Univ. of Illinois at Urbana-Champaign
Heng Yin,University of California - Riverside
Heni Ben Amor,Arizona State University
Henning Schulzrinne,Columbia University
Henny Admoni,Carnegie Mellon University
Henri Casanova,University of Hawaii at Manoa
Henrik Iskov Christensen,University of California - San Diego
Henrik Wann Jensen,University of California - San Diego
Henry A. Kautz,University of Rochester
Henry F. Korth,Lehigh University
Henry Fuchs,University of North Carolina
Henry Hoffmann,University of Chicago
Henry M. Levy,University of Washington
Henry M. Tufo,University of Colorado Boulder
Hernisa Kacorri,University of Maryland - College Park
He Wang 0008,Purdue University
H. Howie Huang,George Washington University
Hichem Frigui,University of Louisville
Himanshu Gupta,Stony Brook University
H. K. Dai,Oklahoma State University
Holly A. Yanco,University of Massachusetts Lowell
Holly E. Rushmeier,Yale University
Hongfeng Yu,University of Nebraska
Hong Jiang 0001,University of Texas at Arlington
Hongning Wang,University of Virginia
Hong Qin,Stony Brook University
Hong-Sheng Zhou,Virginia Commonwealth University
Hongwei Xi,Boston University
Hongxin Hu,Clemson University
Hongyuan Zha,Georgia Institute of Technology
Hong Yu,University of Massachusetts Lowell
Hossam S. Hassanein,Queen’s University
Hossein Hojjat,Rochester Institute of Technology
Houman Homayoun,George Mason University
Hovav Shacham,University of Texas at Austin
Howard Straubing,Boston College
Howie Choset,Carnegie Mellon University
Hridesh Rajan,Iowa State University
Hrishikesh B. Acharya,Rochester Institute of Technology
H. Sebastian Seung,Princeton University
Hsin-Hao Su,Boston College
H. T. Kung,Harvard University
Huaishu Peng,University of Maryland - College Park
Huaming Zhang,University of Alabama - Huntsville
Huamin Wang,Ohio State University
Huan Liu 0001,Arizona State University
Huan Sun,Ohio State University
Hua Wang 0007,Colorado School of Mines
Hubert E. Dunsmore,Purdue University
Hu Ding,Michigan State University
Huijia Lin,University of Washington
Hui Lu 0001,Binghamton University
Huiping Cao,New Mexico State University
Huirong Fu,Oakland University
Hui Xiong,Rutgers University
Hui Zhao 0013,University of North Texas
Hulya Seferoglu,University of Illinois at Chicago
Hung Manh La,University of Nevada
Hung Q. Ngo 0001,University at Buffalo
Hung-Wei Tseng,University of California - Riverside
Huy L. Nguyen,Northeastern University
Huzefa Rangwala,George Mason University
H. Venkateswaran,Georgia Institute of Technology
H. Vincent Poor,Princeton University
H. V. Jagadish,University of Michigan
Hye-Chung Kum,Texas A&M University
Hyesoon Kim,Georgia Institute of Technology
Hyoseung Kim,University of California - Riverside
Hyunsook Do,University of North Texas
Hyun Soo Park,University of Minnesota
Ian A. Kash,University of Illinois at Chicago
Ian Davidson,University of California - Davis
Ian G. Harris,University of California - Irvine
Ian Horswill,Northwestern University
Ian Parberry,University of North Texas
Ian T. Foster,University of Chicago
Ibrahim Matta,Boston University
Ichiro Suzuki,University of Wisconsin - Milwaukee
Ifeoma Nwogu,Rochester Institute of Technology
Iftekhar Ahmed 0001,University of California - Irvine
Igor L. Markov,University of Michigan
Igor Steinmacher,Northern Arizona University
Ilias Diakonikolas,University of Wisconsin - Madison
I-Ling Yen,University of Texas at Dallas
Ilkyeun Ra,University of Colorado - Denver
Illah R. Nourbakhsh,Carnegie Mellon University
Ilya Nemenman,Emory University
Ilya Safro,Clemson University
Immanuel Trummer,Cornell University
Inderjit S. Dhillon,University of Texas at Austin
Indrajit Ray,Colorado State University
Indrakshi Ray,Colorado State University
Indranil Gupta,Univ. of Illinois at Urbana-Champaign
Ingolf Krüger,University of California - San Diego
Insup Lee,University of Pennsylvania
Ioana Banicescu,Mississippi State University
Ioannis A. Kakadiaris,University of Houston
Ioannis Gkioulekas,Carnegie Mellon University
Ioannis Karamouzas,Clemson University
Ioannis Koutis,NJIT
Ioannis M. Rekleitis,University of South Carolina
Ioannis Stamos,CUNY
Ioannis T. Pavlidis,University of Houston
Ioan Raicu,Illinois Institute of Technology
Ion I. Mandoiu,University of Connecticut
Ion Stoica,University of California - Berkeley
Ira Kemelmacher-Shlizerman,University of Washington
Irfan A. Essa,Georgia Institute of Technology
Isaac D. Scherson,University of California - Irvine
Isabel F. Cruz,University of Illinois at Chicago
Ishfaq Ahmad,University of Texas at Arlington
Isil Dillig,University of Texas at Austin
Ismailcem Budak Arpinar,University of Georgia
I-Ting Angelina Lee,Washington University in St. Louis
Itsik Pe'er,Columbia University
Iulian Neamtiu,NJIT
Ivan Hal Sudborough,University of Texas at Dallas
Ivona Bezáková,Rochester Institute of Technology
I. V. Ramakrishnan,Stony Brook University
Iyad A. Kanj,DePaul University
Jack C. Wileden,University of Massachusetts Amherst
Jack H. Lutz,Iowa State University
Jack J. Dongarra,University of Tennessee
Jack Mostow,Carnegie Mellon University
Jack Sampson,Pennsylvania State University
Jack Snoeyink,University of North Carolina
Jack Tumblin,Northwestern University
Jack W. Davidson,University of Virginia
Jacob D. Abernethy,Georgia Institute of Technology
Jacob Feldman,Rutgers University
Jacob K. White,Massachusetts Institute of Technology
Jacob O. Wobbrock,University of Washington
Jacob Sorber,Clemson University
Jacobus E. van der Merwe,University of Utah
Jacob W. Crandall,Brigham Young University
Jacob Whitehill,Worcester Polytechnic Institute
Jaideep Srivastava,University of Minnesota
Jaijeet S. Roychowdhury,University of California - Berkeley
Jaime Arguello,University of North Carolina
Jaime G. Carbonell,Carnegie Mellon University
Jaime Ruiz,University of Florida
Jakob Eriksson,University of Illinois at Chicago
Jakub Szefer,Yale University
J. Alex Halderman,University of Michigan
James A. Hendler,Rensselaer Polytechnic Institute
James A. Jones,University of California - Irvine
James A. Landay,Stanford University
James Allan,University of Massachusetts Amherst
James A. Reggia,University of Maryland - College Park
James Aspnes,Yale University
James A. Storer,Brandeis University
James Caverlee,Texas A&M University
James C. Gee,University of Pennsylvania
James C. Hoe,Carnegie Mellon University
James Clause,University of Delaware
James C. Lester,North Carolina State University
James Davis 0001,University of California - Santa Cruz
James Demmel,University of California - Berkeley
James D. Foley,Georgia Institute of Technology
James D. Herbsleb,Carnegie Mellon University
James D. Hollan,University of California - San Diego
James F. Allen,University of Rochester
James F. Kurose,University of Massachusetts Amherst
James F. O'Brien,University of California - Berkeley
James Fogarty,University of Washington
James Geller,NJIT
James H. Anderson,University of North Carolina
James Hays,Georgia Institute of Technology
James H. Martin,University of Colorado Boulder
James H. Morris,Carnegie Mellon University
James Hook,Portland State University
James I. Lathrop,Iowa State University
James J. Lu,Emory University
James J. Martin,Clemson University
James K. Hahn,George Washington University
James L. Patton,University of Illinois at Chicago
James L. Weiner,University of New Hampshire
James M. Bieman,Colorado State University
James McCann,Carnegie Mellon University
James Mickens,Harvard University
James M. Rehg,Georgia Institute of Technology
James P. Callan,Carnegie Mellon University
James P. Parkerson,University of Arkansas
James Purtilo,University of Maryland - College Park
James Pustejovsky,Brandeis University
James R. Cordy,Queen’s University
James Riely,DePaul University
James R. Lee,University of Washington
James R. Miller,University of Kansas
James Rowland,University of Kansas
James S. Plank,University of Tennessee
James S. Royer,Syracuse University
James Stewart,Queen’s University
Jamie Morgenstern,University of Washington
Jamie Payton,Temple University
Jana Kosecka,George Mason University
Janardhan Rao Doppa,Washington State University
Jan Chomicki,University at Buffalo
J. Andrew Bagnell,Carnegie Mellon University
Jane Cleland-Huang,University of Notre Dame
Janet L. Kolodner,Georgia Institute of Technology
Jan Hoffmann 0002,Carnegie Mellon University
Janice I. Glasgow,Queen’s University
Jan-Michael Frahm,University of North Carolina
Jan M. Rabaey,University of California - Berkeley
Janne Lindqvist,Rutgers University
Janos Simon,University of Chicago
Janos Sztipanovits,Vanderbilt University
Jan Peter de Ruiter,Tufts University
Jan P. H. van Santen,OHSU
Jan Prins,University of North Carolina
Jan Stelovsky,University of Hawaii at Manoa
Jan Vitek,Northeastern University
Jan-Willem van de Meent,Northeastern University
Janyce Wiebe,University of Pittsburgh
Jared Saia,University of New Mexico
Jarek Nabrzyski,University of Notre Dame
Jarek Rossignac,Georgia Institute of Technology
Jaroslaw Zola,University at Buffalo
Jasleen Kaur 0001,University of North Carolina
Jason Cong,University of California - Los Angeles
Jason D. Hartline,Northwestern University
Jason Eisner,Johns Hopkins University
Jason Ernst,University of California - Los Angeles
Jason I. Hong,Carnegie Mellon University
Jason J. Corso,University of Michigan
Jason Leigh,University of Hawaii at Manoa
Jason Liu,Florida International University
Jason Lowe-Power,University of California - Davis
Jason L. Pacheco,University of Arizona
Jason Mars,University of Michigan
Jason M. O'Kane,University of South Carolina
Jason Nieh,Columbia University
Jason O. Hallstrom,Florida Atlantic University
Jason Polakis,University of Illinois at Chicago
Jason Tsong-Li Wang,NJIT
Jason Wiese,University of Utah
Jaspal Subhlok,University of Houston
Jaswinder Pal Singh,Princeton University
Javed A. Aslam,Northeastern University
Jayadev Acharya,Cornell University
Jayadev Misra,University of Texas at Austin
Jay A. McCarthy,University of Massachusetts Lowell
Jay Ligatti,University of South Florida
J. D. Tygar,University of California - Berkeley
Jean C. Walrand,University of California - Berkeley
Jean Gao,University of Texas at Arlington
Jean H. Gallier,University of Pennsylvania
Jean Honorio,Purdue University
Jeanne Ferrante,University of California - San Diego
Jeannette Bohg,Stanford University
Jed Brown,University of Colorado Boulder
Jedidiah McClurg,Colorado School of Mines
Jedidiah R. Crandall,University of New Mexico
Jed R. Brubaker,University of Colorado Boulder
Jeeeun Kim,Texas A&M University
Jeff A. Bilmes,University of Washington
Jeff Clune,University of Wyoming
Jeff Erickson 0001,Univ. of Illinois at Urbana-Champaign
Jeff Heflin,Lehigh University
Jeff Huang 0001,Texas A&M University
Jeff Huang 0002,Brown University
Jeff M. Phillips,University of Utah
Jeffrey Bardzell,Indiana University
Jeffrey B. Remmel,University of California - San Diego
Jeffrey C. Carver,The University of Alabama
Jeffrey C. Trinkle,Rensselaer Polytechnic Institute
Jeffrey G. Gray,The University of Alabama
Jeffrey Heer,University of Washington
Jeffrey H. Lang,Massachusetts Institute of Technology
Jeffrey K. Hollingsworth,University of Maryland - College Park
Jeffrey Mark Siskind,Purdue University
Jeffrey Overbey,Auburn University
Jeffrey S. Chase,Duke University
Jeffrey S. Foster,Tufts University
Jeff T. Linderoth,University of Wisconsin - Madison
Jelani Nelson,University of California - Berkeley
J. Eliot B. Moss,University of Massachusetts Amherst
Jenay M. Beer,University of South Carolina
Jenna Wiens,University of Michigan
Jennie Duggan,Northwestern University
Jennifer G. Dy,Northeastern University
Jennifer Golbeck,University of Maryland - College Park
Jennifer Listgarten,University of California - Berkeley
Jennifer L. Leopold,Missouri University of Technology
Jennifer Mankoff,University of Washington
Jennifer Neville,Purdue University
Jennifer Rexford,Princeton University
Jennifer Widom,Stanford University
Jens Palsberg,University of California - Los Angeles
Jeong-Hyon Hwang,University at Albany - SUNY
Jeremiah Blocki,Purdue University
Jeremy Blackburn,Binghamton University
Jeremy Buhler,Washington University in St. Louis
Jeremy G. Siek,Indiana University
Jeremy Holleman,University of Tennessee
Jeremy P. Spinrad,Vanderbilt University
Jeremy T. Fineman,Georgetown University
Jeremy W. Sheaffer,Iowa State University
Jernej Barbic,University of Southern California
Jerry Alan Fails,Boise State University
Jerry Tessendorf,Clemson University
Jerzy W. Grzymala-Busse,University of Kansas
Jesse L. Barlow,Pennsylvania State University
Jesse M. Heines,University of Massachusetts Lowell
Jessica D. Bayliss,Rochester Institute of Technology
Jessica Hammer,Carnegie Mellon University
Jessica Hullman,Northwestern University
Jessica K. Hodgins,Carnegie Mellon University
Jessica Lin 0001,George Mason University
